run_id,model,toolset_size,retrieval,invocation,repetition,query_id,query_type,axis,expected,lure,predicted,n_exposed,retrieval_hit,correct,hallucinated,invented_tool,lure_hit,parse_error,prompt_tokens,completion_tokens,total_tokens,latency_s,stage1_prompt_tokens,stage1_completion_tokens,stage1_latency_s,error,timestamp
deepseek-v4-flash|50|full|native|x05|r1,deepseek-v4-flash,50,full,native,1,x05,distractor,exposicao,schedule_message,schedule_notification,,50,1,0,0,0,0,0,3335,95,3430,1.2017,0,0,0.0,,2026-08-30T13:35:09
deepseek-v4-flash|50|full|native|x05|r2,deepseek-v4-flash,50,full,native,2,x05,distractor,exposicao,schedule_message,schedule_notification,,50,1,0,0,0,0,0,3335,95,3430,1.0641,0,0,0.0,,2026-08-30T13:35:10
deepseek-v4-flash|50|full|native|x05|r3,deepseek-v4-flash,50,full,native,3,x05,distractor,exposicao,schedule_message,schedule_notification,,50,1,0,0,0,0,0,3335,127,3462,1.4054,0,0,0.0,,2026-08-30T13:35:11
deepseek-v4-flash|50|full|native|x05|r4,deepseek-v4-flash,50,full,native,4,x05,distractor,exposicao,schedule_message,schedule_notification,,50,1,0,0,0,0,0,3335,104,3439,1.1817,0,0,0.0,,2026-08-30T13:35:13
deepseek-v4-flash|50|full|native|x05|r5,deepseek-v4-flash,50,full,native,5,x05,distractor,exposicao,schedule_message,schedule_notification,,50,1,0,0,0,0,0,3335,116,3451,1.2884,0,0,0.0,,2026-08-30T13:35:14
deepseek-v4-flash|50|full|native|x06|r1,deepseek-v4-flash,50,full,native,1,x06,distractor,exposicao,schedule_notification,schedule_message,,50,1,0,0,0,0,0,3329,109,3438,1.3441,0,0,0.0,,2026-08-30T13:35:15
deepseek-v4-flash|50|full|native|x06|r2,deepseek-v4-flash,50,full,native,2,x06,distractor,exposicao,schedule_notification,schedule_message,,50,1,0,0,0,0,0,3329,118,3447,1.2801,0,0,0.0,,2026-08-30T13:35:16
deepseek-v4-flash|50|full|native|x06|r3,deepseek-v4-flash,50,full,native,3,x06,distractor,exposicao,schedule_notification,schedule_message,search_users,50,1,0,0,0,0,0,3329,76,3405,0.8733,0,0,0.0,,2026-08-30T13:35:18
deepseek-v4-flash|50|full|native|x06|r4,deepseek-v4-flash,50,full,native,4,x06,distractor,exposicao,schedule_notification,schedule_message,,50,1,0,0,0,0,0,3329,120,3449,1.297,0,0,0.0,,2026-08-30T13:35:19
deepseek-v4-flash|50|full|native|x06|r5,deepseek-v4-flash,50,full,native,5,x06,distractor,exposicao,schedule_notification,schedule_message,search_users,50,1,0,0,0,0,0,3329,76,3405,0.8739,0,0,0.0,,2026-08-30T13:35:20
deepseek-v4-flash|50|full|native|x07|r1,deepseek-v4-flash,50,full,native,1,x07,distractor,exposicao,reset_user_password,update_user,reset_user_password,50,1,1,0,0,0,0,3334,48,3382,0.7159,0,0,0.0,,2026-08-30T13:35:21
deepseek-v4-flash|50|full|native|x07|r2,deepseek-v4-flash,50,full,native,2,x07,distractor,exposicao,reset_user_password,update_user,reset_user_password,50,1,1,0,0,0,0,3334,48,3382,0.5945,0,0,0.0,,2026-08-30T13:35:21
deepseek-v4-flash|50|full|native|x07|r3,deepseek-v4-flash,50,full,native,3,x07,distractor,exposicao,reset_user_password,update_user,reset_user_password,50,1,1,0,0,0,0,3334,48,3382,0.583,0,0,0.0,,2026-08-30T13:35:22
deepseek-v4-flash|50|full|native|x07|r4,deepseek-v4-flash,50,full,native,4,x07,distractor,exposicao,reset_user_password,update_user,reset_user_password,50,1,1,0,0,0,0,3334,48,3382,0.5969,0,0,0.0,,2026-08-30T13:35:23
deepseek-v4-flash|50|full|native|x07|r5,deepseek-v4-flash,50,full,native,5,x07,distractor,exposicao,reset_user_password,update_user,reset_user_password,50,1,1,0,0,0,0,3334,48,3382,0.5847,0,0,0.0,,2026-08-30T13:35:23
deepseek-v4-flash|50|full|native|x08|r1,deepseek-v4-flash,50,full,native,1,x08,distractor,exposicao,list_user_groups,list_groups,list_user_groups,50,1,1,0,0,0,0,3347,49,3396,0.695,0,0,0.0,,2026-08-30T13:35:24
deepseek-v4-flash|50|full|native|x08|r2,deepseek-v4-flash,50,full,native,2,x08,distractor,exposicao,list_user_groups,list_groups,list_user_groups,50,1,1,0,0,0,0,3347,49,3396,0.6213,0,0,0.0,,2026-08-30T13:35:25
deepseek-v4-flash|50|full|native|x08|r3,deepseek-v4-flash,50,full,native,3,x08,distractor,exposicao,list_user_groups,list_groups,list_user_groups,50,1,1,0,0,0,0,3347,49,3396,0.6053,0,0,0.0,,2026-08-30T13:35:25
deepseek-v4-flash|50|full|native|x08|r4,deepseek-v4-flash,50,full,native,4,x08,distractor,exposicao,list_user_groups,list_groups,list_user_groups,50,1,1,0,0,0,0,3347,49,3396,0.5998,0,0,0.0,,2026-08-30T13:35:26
deepseek-v4-flash|50|full|native|x08|r5,deepseek-v4-flash,50,full,native,5,x08,distractor,exposicao,list_user_groups,list_groups,list_user_groups,50,1,1,0,0,0,0,3347,49,3396,0.5876,0,0,0.0,,2026-08-30T13:35:26
deepseek-v4-flash|50|full|native|x09|r1,deepseek-v4-flash,50,full,native,1,x09,distractor,exposicao,list_groups,list_user_groups,list_groups,50,1,1,0,0,0,0,3342,48,3390,0.6962,0,0,0.0,,2026-08-30T13:35:27
deepseek-v4-flash|50|full|native|x09|r2,deepseek-v4-flash,50,full,native,2,x09,distractor,exposicao,list_groups,list_user_groups,list_groups,50,1,1,0,0,0,0,3342,48,3390,0.6168,0,0,0.0,,2026-08-30T13:35:28
deepseek-v4-flash|50|full|native|x09|r3,deepseek-v4-flash,50,full,native,3,x09,distractor,exposicao,list_groups,list_user_groups,list_groups,50,1,1,0,0,0,0,3342,48,3390,0.5806,0,0,0.0,,2026-08-30T13:35:28
deepseek-v4-flash|50|full|native|x09|r4,deepseek-v4-flash,50,full,native,4,x09,distractor,exposicao,list_groups,list_user_groups,list_groups,50,1,1,0,0,0,0,3342,48,3390,0.6083,0,0,0.0,,2026-08-30T13:35:29
deepseek-v4-flash|50|full|native|x09|r5,deepseek-v4-flash,50,full,native,5,x09,distractor,exposicao,list_groups,list_user_groups,list_groups,50,1,1,0,0,0,0,3342,48,3390,0.5927,0,0,0.0,,2026-08-30T13:35:29
deepseek-v4-flash|50|full|native|x10|r1,deepseek-v4-flash,50,full,native,1,x10,distractor,exposicao,transfer_group_ownership,set_group_permissions,transfer_group_ownership,50,1,1,0,0,0,0,3353,70,3423,0.9053,0,0,0.0,,2026-08-30T13:35:30
deepseek-v4-flash|50|full|native|x10|r2,deepseek-v4-flash,50,full,native,2,x10,distractor,exposicao,transfer_group_ownership,set_group_permissions,transfer_group_ownership,50,1,1,0,0,0,0,3353,70,3423,0.8242,0,0,0.0,,2026-08-30T13:35:31
deepseek-v4-flash|50|full|native|x10|r3,deepseek-v4-flash,50,full,native,3,x10,distractor,exposicao,transfer_group_ownership,set_group_permissions,transfer_group_ownership,50,1,1,0,0,0,0,3353,70,3423,0.8097,0,0,0.0,,2026-08-30T13:35:32
deepseek-v4-flash|50|full|native|x10|r4,deepseek-v4-flash,50,full,native,4,x10,distractor,exposicao,transfer_group_ownership,set_group_permissions,transfer_group_ownership,50,1,1,0,0,0,0,3353,70,3423,0.8164,0,0,0.0,,2026-08-30T13:35:33
deepseek-v4-flash|50|full|native|x10|r5,deepseek-v4-flash,50,full,native,5,x10,distractor,exposicao,transfer_group_ownership,set_group_permissions,transfer_group_ownership,50,1,1,0,0,0,0,3353,70,3423,0.825,0,0,0.0,,2026-08-30T13:35:33
deepseek-v4-flash|50|full|native|x11|r1,deepseek-v4-flash,50,full,native,1,x11,distractor,exposicao,set_group_permissions,transfer_group_ownership,get_group_details,50,1,0,0,0,0,0,3340,83,3423,1.0703,0,0,0.0,,2026-08-30T13:35:34
deepseek-v4-flash|50|full|native|x11|r2,deepseek-v4-flash,50,full,native,2,x11,distractor,exposicao,set_group_permissions,transfer_group_ownership,get_group_details,50,1,0,0,0,0,0,3340,48,3388,0.5804,0,0,0.0,,2026-08-30T13:35:35
deepseek-v4-flash|50|full|native|x11|r3,deepseek-v4-flash,50,full,native,3,x11,distractor,exposicao,set_group_permissions,transfer_group_ownership,get_group_details,50,1,0,0,0,0,0,3340,83,3423,0.9475,0,0,0.0,,2026-08-30T13:35:36
deepseek-v4-flash|50|full|native|x11|r4,deepseek-v4-flash,50,full,native,4,x11,distractor,exposicao,set_group_permissions,transfer_group_ownership,get_group_details,50,1,0,0,0,0,0,3340,48,3388,0.6046,0,0,0.0,,2026-08-30T13:35:37
deepseek-v4-flash|50|full|native|x11|r5,deepseek-v4-flash,50,full,native,5,x11,distractor,exposicao,set_group_permissions,transfer_group_ownership,get_group_details,50,1,0,0,0,0,0,3340,48,3388,0.5852,0,0,0.0,,2026-08-30T13:35:37
deepseek-v4-flash|50|full|native|x12|r1,deepseek-v4-flash,50,full,native,1,x12,distractor,exposicao,get_user_status,get_user_profile,get_user_status,50,1,1,0,0,0,0,3332,48,3380,0.704,0,0,0.0,,2026-08-30T13:35:38
deepseek-v4-flash|50|full|native|x12|r2,deepseek-v4-flash,50,full,native,2,x12,distractor,exposicao,get_user_status,get_user_profile,get_user_status,50,1,1,0,0,0,0,3332,48,3380,0.5792,0,0,0.0,,2026-08-30T13:35:39
deepseek-v4-flash|50|full|native|x12|r3,deepseek-v4-flash,50,full,native,3,x12,distractor,exposicao,get_user_status,get_user_profile,get_user_status,50,1,1,0,0,0,0,3332,48,3380,0.5951,0,0,0.0,,2026-08-30T13:35:39
deepseek-v4-flash|50|full|native|x12|r4,deepseek-v4-flash,50,full,native,4,x12,distractor,exposicao,get_user_status,get_user_profile,get_user_status,50,1,1,0,0,0,0,3332,48,3380,0.599,0,0,0.0,,2026-08-30T13:35:40
deepseek-v4-flash|50|full|native|x12|r5,deepseek-v4-flash,50,full,native,5,x12,distractor,exposicao,get_user_status,get_user_profile,get_user_status,50,1,1,0,0,0,0,3332,48,3380,0.5843,0,0,0.0,,2026-08-30T13:35:41
deepseek-v4-flash|50|full|native|x13|r1,deepseek-v4-flash,50,full,native,1,x13,distractor,exposicao,get_notification_status,get_user_status,get_notification_status,50,1,1,0,0,0,0,3341,49,3390,0.7106,0,0,0.0,,2026-08-30T13:35:41
deepseek-v4-flash|50|full|native|x13|r2,deepseek-v4-flash,50,full,native,2,x13,distractor,exposicao,get_notification_status,get_user_status,get_notification_status,50,1,1,0,0,0,0,3341,49,3390,0.5925,0,0,0.0,,2026-08-30T13:35:42
deepseek-v4-flash|50|full|native|x13|r3,deepseek-v4-flash,50,full,native,3,x13,distractor,exposicao,get_notification_status,get_user_status,get_notification_status,50,1,1,0,0,0,0,3341,49,3390,0.6131,0,0,0.0,,2026-08-30T13:35:42
deepseek-v4-flash|50|full|native|x13|r4,deepseek-v4-flash,50,full,native,4,x13,distractor,exposicao,get_notification_status,get_user_status,get_notification_status,50,1,1,0,0,0,0,3341,49,3390,0.5912,0,0,0.0,,2026-08-30T13:35:43
deepseek-v4-flash|50|full|native|x13|r5,deepseek-v4-flash,50,full,native,5,x13,distractor,exposicao,get_notification_status,get_user_status,get_notification_status,50,1,1,0,0,0,0,3341,49,3390,0.589,0,0,0.0,,2026-08-30T13:35:44
deepseek-v4-flash|50|full|native|x14|r1,deepseek-v4-flash,50,full,native,1,x14,distractor,exposicao,update_notification_settings,update_user,update_notification_settings,50,1,1,0,0,0,0,3340,70,3410,0.9471,0,0,0.0,,2026-08-30T13:35:44
deepseek-v4-flash|50|full|native|x14|r2,deepseek-v4-flash,50,full,native,2,x14,distractor,exposicao,update_notification_settings,update_user,update_notification_settings,50,1,1,0,0,0,0,3340,70,3410,0.8147,0,0,0.0,,2026-08-30T13:35:45
deepseek-v4-flash|50|full|native|x14|r3,deepseek-v4-flash,50,full,native,3,x14,distractor,exposicao,update_notification_settings,update_user,update_notification_settings,50,1,1,0,0,0,0,3340,70,3410,0.8357,0,0,0.0,,2026-08-30T13:35:46
deepseek-v4-flash|50|full|native|x14|r4,deepseek-v4-flash,50,full,native,4,x14,distractor,exposicao,update_notification_settings,update_user,update_notification_settings,50,1,1,0,0,0,0,3340,70,3410,0.8098,0,0,0.0,,2026-08-30T13:35:47
deepseek-v4-flash|50|full|native|x14|r5,deepseek-v4-flash,50,full,native,5,x14,distractor,exposicao,update_notification_settings,update_user,update_notification_settings,50,1,1,0,0,0,0,3340,70,3410,0.8142,0,0,0.0,,2026-08-30T13:35:48
deepseek-v4-flash|50|full|native|x15|r1,deepseek-v4-flash,50,full,native,1,x15,distractor,exposicao,cancel_scheduled_notification,delete_notification,cancel_scheduled_notification,50,1,1,0,0,0,0,3315,50,3365,0.7238,0,0,0.0,,2026-08-30T13:35:48
deepseek-v4-flash|50|full|native|x15|r2,deepseek-v4-flash,50,full,native,2,x15,distractor,exposicao,cancel_scheduled_notification,delete_notification,cancel_scheduled_notification,50,1,1,0,0,0,0,3315,50,3365,0.6176,0,0,0.0,,2026-08-30T13:35:49
deepseek-v4-flash|50|full|native|x15|r3,deepseek-v4-flash,50,full,native,3,x15,distractor,exposicao,cancel_scheduled_notification,delete_notification,cancel_scheduled_notification,50,1,1,0,0,0,0,3315,50,3365,0.6177,0,0,0.0,,2026-08-30T13:35:50
deepseek-v4-flash|50|full|native|x15|r4,deepseek-v4-flash,50,full,native,4,x15,distractor,exposicao,cancel_scheduled_notification,delete_notification,cancel_scheduled_notification,50,1,1,0,0,0,0,3315,50,3365,0.6246,0,0,0.0,,2026-08-30T13:35:50
deepseek-v4-flash|50|full|native|x15|r5,deepseek-v4-flash,50,full,native,5,x15,distractor,exposicao,cancel_scheduled_notification,delete_notification,cancel_scheduled_notification,50,1,1,0,0,0,0,3315,50,3365,0.6161,0,0,0.0,,2026-08-30T13:35:51
deepseek-v4-flash|50|full|native|x16|r1,deepseek-v4-flash,50,full,native,1,x16,distractor,exposicao,delete_notification,cancel_scheduled_notification,delete_notification,50,1,1,0,0,0,0,3330,48,3378,0.7147,0,0,0.0,,2026-08-30T13:35:52
deepseek-v4-flash|50|full|native|x16|r2,deepseek-v4-flash,50,full,native,2,x16,distractor,exposicao,delete_notification,cancel_scheduled_notification,delete_notification,50,1,1,0,0,0,0,3330,48,3378,0.5807,0,0,0.0,,2026-08-30T13:35:52
deepseek-v4-flash|50|full|native|x16|r3,deepseek-v4-flash,50,full,native,3,x16,distractor,exposicao,delete_notification,cancel_scheduled_notification,delete_notification,50,1,1,0,0,0,0,3330,48,3378,0.58,0,0,0.0,,2026-08-30T13:35:53
deepseek-v4-flash|50|full|native|x16|r4,deepseek-v4-flash,50,full,native,4,x16,distractor,exposicao,delete_notification,cancel_scheduled_notification,delete_notification,50,1,1,0,0,0,0,3330,48,3378,0.5773,0,0,0.0,,2026-08-30T13:35:53
deepseek-v4-flash|50|full|native|x16|r5,deepseek-v4-flash,50,full,native,5,x16,distractor,exposicao,delete_notification,cancel_scheduled_notification,delete_notification,50,1,1,0,0,0,0,3330,48,3378,0.5851,0,0,0.0,,2026-08-30T13:35:54
deepseek-v4-flash|50|full|native|n01|r1,deepseek-v4-flash,50,full,native,1,n01,no_tool,exposicao,,,,50,1,1,0,0,0,0,3309,71,3380,0.9262,0,0,0.0,,2026-08-30T13:35:55
deepseek-v4-flash|50|full|native|n01|r2,deepseek-v4-flash,50,full,native,2,n01,no_tool,exposicao,,,,50,1,1,0,0,0,0,3309,72,3381,0.8692,0,0,0.0,,2026-08-30T13:35:56
deepseek-v4-flash|50|full|native|n01|r3,deepseek-v4-flash,50,full,native,3,n01,no_tool,exposicao,,,,50,1,1,0,0,0,0,3309,76,3385,0.8863,0,0,0.0,,2026-08-30T13:35:56
deepseek-v4-flash|50|full|native|n01|r4,deepseek-v4-flash,50,full,native,4,n01,no_tool,exposicao,,,,50,1,1,0,0,0,0,3309,72,3381,0.8579,0,0,0.0,,2026-08-30T13:35:57
deepseek-v4-flash|50|full|native|n01|r5,deepseek-v4-flash,50,full,native,5,n01,no_tool,exposicao,,,,50,1,1,0,0,0,0,3309,67,3376,0.7921,0,0,0.0,,2026-08-30T13:35:58
deepseek-v4-flash|50|full|native|n02|r1,deepseek-v4-flash,50,full,native,1,n02,no_tool,exposicao,,,,50,1,1,0,0,0,0,3343,506,3849,5.4224,0,0,0.0,,2026-08-30T13:35:59
deepseek-v4-flash|50|full|native|n02|r2,deepseek-v4-flash,50,full,native,2,n02,no_tool,exposicao,,,,50,1,1,0,0,0,0,3343,512,3855,5.4,0,0,0.0,,2026-08-30T13:36:04
deepseek-v4-flash|50|full|native|n02|r3,deepseek-v4-flash,50,full,native,3,n02,no_tool,exposicao,,,,50,1,1,0,0,0,0,3343,501,3844,5.2539,0,0,0.0,,2026-08-30T13:36:10
deepseek-v4-flash|50|full|native|n02|r4,deepseek-v4-flash,50,full,native,4,n02,no_tool,exposicao,,,,50,1,1,0,0,0,0,3343,506,3849,5.3152,0,0,0.0,,2026-08-30T13:36:15
deepseek-v4-flash|50|full|native|n02|r5,deepseek-v4-flash,50,full,native,5,n02,no_tool,exposicao,,,,50,1,1,0,0,0,0,3343,512,3855,5.3836,0,0,0.0,,2026-08-30T13:36:20
deepseek-v4-flash|50|full|native|n03|r1,deepseek-v4-flash,50,full,native,1,n03,no_tool,exposicao,,,,50,1,1,0,0,0,0,3346,246,3592,2.7456,0,0,0.0,,2026-08-30T13:36:26
deepseek-v4-flash|50|full|native|n03|r2,deepseek-v4-flash,50,full,native,2,n03,no_tool,exposicao,,,,50,1,1,0,0,0,0,3346,300,3646,3.1871,0,0,0.0,,2026-08-30T13:36:29
deepseek-v4-flash|50|full|native|n03|r3,deepseek-v4-flash,50,full,native,3,n03,no_tool,exposicao,,,,50,1,1,0,0,0,0,3346,333,3679,3.5442,0,0,0.0,,2026-08-30T13:36:32
deepseek-v4-flash|50|full|native|n03|r4,deepseek-v4-flash,50,full,native,4,n03,no_tool,exposicao,,,,50,1,1,0,0,0,0,3346,285,3631,3.0315,0,0,0.0,,2026-08-30T13:36:35
deepseek-v4-flash|50|full|native|n03|r5,deepseek-v4-flash,50,full,native,5,n03,no_tool,exposicao,,,,50,1,1,0,0,0,0,3346,253,3599,2.6986,0,0,0.0,,2026-08-30T13:36:38
deepseek-v4-flash|50|full|native|n04|r1,deepseek-v4-flash,50,full,native,1,n04,no_tool,exposicao,,,,50,1,1,0,0,0,0,3308,20,3328,0.418,0,0,0.0,,2026-08-30T13:36:41
deepseek-v4-flash|50|full|native|n04|r2,deepseek-v4-flash,50,full,native,2,n04,no_tool,exposicao,,,,50,1,1,0,0,0,0,3308,20,3328,0.3198,0,0,0.0,,2026-08-30T13:36:41
deepseek-v4-flash|50|full|native|n04|r3,deepseek-v4-flash,50,full,native,3,n04,no_tool,exposicao,,,,50,1,1,0,0,0,0,3308,20,3328,0.3361,0,0,0.0,,2026-08-30T13:36:42
deepseek-v4-flash|50|full|native|n04|r4,deepseek-v4-flash,50,full,native,4,n04,no_tool,exposicao,,,,50,1,1,0,0,0,0,3308,20,3328,0.3259,0,0,0.0,,2026-08-30T13:36:42
deepseek-v4-flash|50|full|native|n04|r5,deepseek-v4-flash,50,full,native,5,n04,no_tool,exposicao,,,,50,1,1,0,0,0,0,3308,20,3328,0.303,0,0,0.0,,2026-08-30T13:36:42
deepseek-v4-flash|50|full|native|n05|r1,deepseek-v4-flash,50,full,native,1,n05,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,169,3476,1.9696,0,0,0.0,,2026-08-30T13:36:43
deepseek-v4-flash|50|full|native|n05|r2,deepseek-v4-flash,50,full,native,2,n05,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,154,3461,1.6929,0,0,0.0,,2026-08-30T13:36:45
deepseek-v4-flash|50|full|native|n05|r3,deepseek-v4-flash,50,full,native,3,n05,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,175,3482,1.9214,0,0,0.0,,2026-08-30T13:36:46
deepseek-v4-flash|50|full|native|n05|r4,deepseek-v4-flash,50,full,native,4,n05,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,145,3452,1.5973,0,0,0.0,,2026-08-30T13:36:48
deepseek-v4-flash|50|full|native|n05|r5,deepseek-v4-flash,50,full,native,5,n05,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,168,3475,1.8581,0,0,0.0,,2026-08-30T13:36:50
deepseek-v4-flash|50|full|native|n06|r1,deepseek-v4-flash,50,full,native,1,n06,no_tool,exposicao,,,,50,1,1,0,0,0,0,3327,30,3357,0.5268,0,0,0.0,,2026-08-30T13:36:52
deepseek-v4-flash|50|full|native|n06|r2,deepseek-v4-flash,50,full,native,2,n06,no_tool,exposicao,,,,50,1,1,0,0,0,0,3327,29,3356,0.4138,0,0,0.0,,2026-08-30T13:36:52
deepseek-v4-flash|50|full|native|n06|r3,deepseek-v4-flash,50,full,native,3,n06,no_tool,exposicao,,,,50,1,1,0,0,0,0,3327,30,3357,0.4285,0,0,0.0,,2026-08-30T13:36:53
deepseek-v4-flash|50|full|native|n06|r4,deepseek-v4-flash,50,full,native,4,n06,no_tool,exposicao,,,,50,1,1,0,0,0,0,3327,29,3356,0.4027,0,0,0.0,,2026-08-30T13:36:53
deepseek-v4-flash|50|full|native|n06|r5,deepseek-v4-flash,50,full,native,5,n06,no_tool,exposicao,,,,50,1,1,0,0,0,0,3327,30,3357,0.4303,0,0,0.0,,2026-08-30T13:36:53
deepseek-v4-flash|50|full|native|n07|r1,deepseek-v4-flash,50,full,native,1,n07,no_tool,exposicao,,,,50,1,1,0,0,0,0,3345,85,3430,1.0975,0,0,0.0,,2026-08-30T13:36:54
deepseek-v4-flash|50|full|native|n07|r2,deepseek-v4-flash,50,full,native,2,n07,no_tool,exposicao,,,,50,1,1,0,0,0,0,3345,85,3430,0.9899,0,0,0.0,,2026-08-30T13:36:55
deepseek-v4-flash|50|full|native|n07|r3,deepseek-v4-flash,50,full,native,3,n07,no_tool,exposicao,,,,50,1,1,0,0,0,0,3345,86,3431,0.9927,0,0,0.0,,2026-08-30T13:36:56
deepseek-v4-flash|50|full|native|n07|r4,deepseek-v4-flash,50,full,native,4,n07,no_tool,exposicao,,,,50,1,1,0,0,0,0,3345,85,3430,0.9895,0,0,0.0,,2026-08-30T13:36:57
deepseek-v4-flash|50|full|native|n07|r5,deepseek-v4-flash,50,full,native,5,n07,no_tool,exposicao,,,,50,1,1,0,0,0,0,3345,88,3433,1.017,0,0,0.0,,2026-08-30T13:36:58
deepseek-v4-flash|50|full|native|n08|r1,deepseek-v4-flash,50,full,native,1,n08,no_tool,exposicao,,,,50,1,1,0,0,0,0,3337,178,3515,2.0633,0,0,0.0,,2026-08-30T13:36:59
deepseek-v4-flash|50|full|native|n08|r2,deepseek-v4-flash,50,full,native,2,n08,no_tool,exposicao,,,,50,1,1,0,0,0,0,3337,165,3502,1.7892,0,0,0.0,,2026-08-30T13:37:01
deepseek-v4-flash|50|full|native|n08|r3,deepseek-v4-flash,50,full,native,3,n08,no_tool,exposicao,,,,50,1,1,0,0,0,0,3337,161,3498,1.7452,0,0,0.0,,2026-08-30T13:37:03
deepseek-v4-flash|50|full|native|n08|r4,deepseek-v4-flash,50,full,native,4,n08,no_tool,exposicao,,,,50,1,1,0,0,0,0,3337,167,3504,1.8207,0,0,0.0,,2026-08-30T13:37:05
deepseek-v4-flash|50|full|native|n08|r5,deepseek-v4-flash,50,full,native,5,n08,no_tool,exposicao,,,,50,1,1,0,0,0,0,3337,168,3505,1.8286,0,0,0.0,,2026-08-30T13:37:06
deepseek-v4-flash|50|full|native|n09|r1,deepseek-v4-flash,50,full,native,1,n09,no_tool,exposicao,,,,50,1,1,0,0,0,0,3310,52,3362,0.7424,0,0,0.0,,2026-08-30T13:37:08
deepseek-v4-flash|50|full|native|n09|r2,deepseek-v4-flash,50,full,native,2,n09,no_tool,exposicao,,,,50,1,1,0,0,0,0,3310,81,3391,0.9571,0,0,0.0,,2026-08-30T13:37:09
deepseek-v4-flash|50|full|native|n09|r3,deepseek-v4-flash,50,full,native,3,n09,no_tool,exposicao,,,,50,1,1,0,0,0,0,3310,85,3395,0.9893,0,0,0.0,,2026-08-30T13:37:10
deepseek-v4-flash|50|full|native|n09|r4,deepseek-v4-flash,50,full,native,4,n09,no_tool,exposicao,,,,50,1,1,0,0,0,0,3310,81,3391,0.9352,0,0,0.0,,2026-08-30T13:37:11
deepseek-v4-flash|50|full|native|n09|r5,deepseek-v4-flash,50,full,native,5,n09,no_tool,exposicao,,,,50,1,1,0,0,0,0,3310,85,3395,0.9987,0,0,0.0,,2026-08-30T13:37:12
deepseek-v4-flash|50|full|native|n10|r1,deepseek-v4-flash,50,full,native,1,n10,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,93,3400,1.1792,0,0,0.0,,2026-08-30T13:37:13
deepseek-v4-flash|50|full|native|n10|r2,deepseek-v4-flash,50,full,native,2,n10,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,90,3397,1.0563,0,0,0.0,,2026-08-30T13:37:14
deepseek-v4-flash|50|full|native|n10|r3,deepseek-v4-flash,50,full,native,3,n10,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,96,3403,1.0947,0,0,0.0,,2026-08-30T13:37:15
deepseek-v4-flash|50|full|native|n10|r4,deepseek-v4-flash,50,full,native,4,n10,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,96,3403,1.0861,0,0,0.0,,2026-08-30T13:37:16
deepseek-v4-flash|50|full|native|n10|r5,deepseek-v4-flash,50,full,native,5,n10,no_tool,exposicao,,,,50,1,1,0,0,0,0,3307,96,3403,1.1024,0,0,0.0,,2026-08-30T13:37:17
deepseek-v4-flash|50|full|native|n11|r1,deepseek-v4-flash,50,full,native,1,n11,no_tool,exposicao,,,,50,1,1,0,0,0,0,3336,336,3672,3.6616,0,0,0.0,,2026-08-30T13:37:18
deepseek-v4-flash|50|full|native|n11|r2,deepseek-v4-flash,50,full,native,2,n11,no_tool,exposicao,,,,50,1,1,0,0,0,0,3336,359,3695,3.7917,0,0,0.0,,2026-08-30T13:37:22
deepseek-v4-flash|50|full|native|n11|r3,deepseek-v4-flash,50,full,native,3,n11,no_tool,exposicao,,,,50,1,1,0,0,0,0,3336,323,3659,3.4198,0,0,0.0,,2026-08-30T13:37:26
deepseek-v4-flash|50|full|native|n11|r4,deepseek-v4-flash,50,full,native,4,n11,no_tool,exposicao,,,,50,1,1,0,0,0,0,3336,371,3707,3.9432,0,0,0.0,,2026-08-30T13:37:29
deepseek-v4-flash|50|full|native|n11|r5,deepseek-v4-flash,50,full,native,5,n11,no_tool,exposicao,,,,50,1,1,0,0,0,0,3336,358,3694,3.7757,0,0,0.0,,2026-08-30T13:37:33
deepseek-v4-flash|50|full|native|n12|r1,deepseek-v4-flash,50,full,native,1,n12,no_tool,exposicao,,,,50,1,1,0,0,0,0,3347,146,3493,1.7223,0,0,0.0,,2026-08-30T13:37:37
deepseek-v4-flash|50|full|native|n12|r2,deepseek-v4-flash,50,full,native,2,n12,no_tool,exposicao,,,,50,1,1,0,0,0,0,3347,145,3492,1.5992,0,0,0.0,,2026-08-30T13:37:39
deepseek-v4-flash|50|full|native|n12|r3,deepseek-v4-flash,50,full,native,3,n12,no_tool,exposicao,,,,50,1,1,0,0,0,0,3347,140,3487,1.5395,0,0,0.0,,2026-08-30T13:37:40
deepseek-v4-flash|50|full|native|n12|r4,deepseek-v4-flash,50,full,native,4,n12,no_tool,exposicao,,,,50,1,1,0,0,0,0,3347,153,3500,1.6655,0,0,0.0,,2026-08-30T13:37:42
deepseek-v4-flash|50|full|native|n12|r5,deepseek-v4-flash,50,full,native,5,n12,no_tool,exposicao,,,,50,1,1,0,0,0,0,3347,153,3500,1.6673,0,0,0.0,,2026-08-30T13:37:44
